fname_c1	fname_c2	lname_c1	lname_c2	by	bm	bd
GISELA	NA	KRUEGER	NA	1989	4	13
HELGA	NA	MUELLER	NA	1960	6	27
GERTRUD	NA	SCHAEFER	NA	1976	6	15
CHRISTEL	NA	PFEIFFER	NA	1961	5	7
PETRSA	NA	BAUER	NA	1969	7	8
ELISABETH	NA	LUDWIG	NA	1940	8	21
KATHRIN	NA	WINKLER	NA	1932	7	6
SUSANNE	NA	SCHMIDT	NA	1959	12	4
INGRID	NA	ZIMMERMANN	NA	2001	4	13
SILVIA	NA	NEUMANN	NA	1960	10	24
EDITH	NA	KUEHN	NA	2000	10	28
PETRA	NA	SOMMER	NA	2005	1	21
KIRSTEN	NA	SCHMID	NA	1972	1	11
ELKE	NA	BECKER	NA	1932	3	7
MONIKA	NA	PETERS	NA	1942	6	29
PETRA	NA	VOIGT	NA	1954	6	24
CLAUDIA	NA	LORENZ	NA	1961	3	16
URSULA	NA	SCHMITT	NA	1954	10	18
MARTINA	NA	NEUMANN	NA	1927	2	19
HELGA	NA	FISCER	NA	1939	11	29
SABINE	NA	MUELLER	NA	1988	6	28
GISELA	NA	KELLER	NA	1998	6	2
ULRIKE	NA	WEISS	NA	1992	7	24
ERIKA	NA	OTTO	NA	1969	7	28
KATHRIN	NA	MUELLER	NA	1984	4	9
MARIA	NA	KOEHLER	NA	2003	3	22
ELKE	NA	SCHNEIDER	NA	1980	1	7
PETRA	NA	SCHROEDER	NA	1952	5	15
PETRA	NA	MUELLER	NA	1926	5	20
ANGELIKA	NA	KELLER	NA	1980	4	28
ANNA	NA	SCHWARZ	NA	1990	3	23
KARIN	NA	MUELLER	NA	1947	9	14
KARIN	NA	KRAUSE	NA	1938	4	5
BRIGITETE	IRMGARD	ZIMMERMANN	NA	1954	12	10
SABINE	KARIN	WEBER	NA	1956	11	14
KARIN	NA	KRAEMER	NA	1943	9	25
SANDRA	NA	KAISER	NA	1989	11	22
ANNA	NA	SEIDEL	NA	1951	11	7
URSULA	NA	SCHROEDER	NA	1947	1	30
RUTH	NA	ZIEGLER	NA	1992	10	9
MARGARETE	NA	MUELLER	NA	1967	8	15
MONIKA	NA	MOELLER	NA	1947	3	15
ANDREA	NA	FRIEDRICH	NA	1986	6	7
RENATE	NA	SCHMITZ	NA	1960	1	9
ANJA	NA	WINKLER	NA	1971	1	21
GERTRUD	NA	KELLER	NA	1970	4	30
MARGARETE	NA	STEIN	NA	1948	9	4
ELKE	NA	FRANKE	NA	1975	2	10
JUTTA	NA	WEISS	NA	1935	12	1
SILKE	NA	NEUMANN	NA	1939	12	8
SANDRA	NA	JAEGER	NA	2003	9	7
PETRA	NA	WOLF	NA	1956	8	4
RENATE	NA	SCHMID	NA	1970	3	30
RENATE	NA	SCHMIDT	NA	1924	3	18
MONIKA	NA	WINKLER	NA	2005	8	17
CHRISTA	NA	SCHMIDT	NA	1943	3	25
BIRGIT	NA	SCHULZE	NA	1949	3	26
SABINE	NA	MUELLER	NA	1987	11	4
CHRISTINA	NA	HOFFMANN	NA	1985	6	17
PETRA	NA	SCHULZE	NA	1960	9	14
SUSANNE	NA	WOLF	NA	1999	7	31
ANNA	NA	MEYER	NA	1982	2	12
GERTRUD	NA	DIETRICH	NA	1938	4	10
ANGELIKA	NA	HARTMANN	NA	1973	2	15
ANJA	NA	WAGNER	NA	1956	10	4
ANDREA	NA	SCHULZ	NA	1961	2	25
GABRIELE	NA	SCHMIDT	NA	1938	6	13
RENATE	NA	KOCH	NA	1926	12	27
BRITTA	NA	BUSCH	NA	1935	9	6
CHRISTTEL	NA	MAIER	NA	1966	6	12
ILSE	NA	WEBER	NA	1943	4	18
KATHRIN	NA	RICHTER	NA	1985	6	20
GISELA	NA	SIMON	NA	1992	4	23
INGRID	NA	ZIEGLER	NA	1965	11	1
BARBARA	NA	BECKER	NA	1950	12	3
MONIKA	NA	SCHAEFER	NA	1949	2	7
CHRISTEL	NA	FISCHER	NA	1985	10	5
CLAUDIA	NA	BECK	NA	1938	11	4
CLAUDIA	NA	ROTH	NA	1993	12	9
GISELA	NA	FRANM	NA	1952	4	29
BIRGIT	NA	KAISER	NA	1957	1	16
GERDA	NA	ALBRECHT	NA	1956	2	17
BRITTA	NA	NEUMANN	NA	1938	11	16
SANDRA	NA	SCHMITZ	NA	1975	7	30
SUSANNE	NA	MARTIN	NA	1973	3	26
HEIKE	NA	MUELLER	NA	2005	11	4
ANGELIKA	NA	SCHMIDT	NA	2004	11	26
KERSTIN	NA	ZIMMERMANN	NA	2007	12	2
ANGELIKA	NA	WOLF	NA	1958	1	26
MARIA	NA	BERGMANN	NA	1964	8	3
URSULA	NA	LANGE	NA	1981	10	2
CHRISTA	NA	ROTH	NA	1944	7	1
SABINE	NA	HOFFMANN	NA	1986	11	3
GISXELA	NA	SEIDEL	NA	1985	3	22
NICOLE	NA	WEBER	NA	1985	2	15
ILSE	NA	SCHNEIDER	NA	1999	5	10
MARGARETE	NA	STEKN	NA	1948	9	4
HANNELORE	NA	SCHAEFER	NA	1976	12	11
MARTINA	GISELA	SCHMIDT	NA	1956	5	17
URSULA	NA	MEYER	NA	2008	8	14
SUSANNE	NA	GRAF	NA	1951	1	8
BRIGITTE	NA	MUELLER	NA	1949	9	22
KARIN	NA	HEINRICH	NA	1943	11	4
SABINE	NA	WAGNER	NA	1974	5	8
BARBARA	NA	SCHAEFER	NA	1972	5	11
INGEBORG	NA	SCHULZE	NA	1980	10	14
MONIKA	NA	SCHUBERT	NA	1942	9	17
INGEBORG	NA	SCHMIDT	NA	1973	7	26
URSULA	NA	ZIMMERMANN	NA	1967	2	15
CLAUDIA	NA	MAIER	NA	2093	5	8
UTE	NA	SCHULZ	NA	1937	6	12
KARIN	NA	WEBER	NA	1928	1	18
HELGA	NA	NEUMANN	NA	2004	2	7
GERTRUD	NA	KOERTIG	NA	1979	8	20
CHRISTEL	NA	LEHMANN	NA	1936	10	5
MARGARETE	NA	ZIMMERMANN	NA	1988	3	5
GERDA	NA	MUELLER	NA	1991	5	6
IRMGARD	NA	WALTER	NA	1958	8	30
ELKE	NA	WAGNER	NA	1943	6	27
GERDA	NA	GROSS	NA	1963	6	23
CHRISTINE	NA	SCHWSRZ	NA	1930	5	31
KARIN	NA	SCHNEIDER	NA	1974	2	22
URSULA	NA	SCHULZE	NA	1998	1	4
URSULA	NA	SCHNEIDER	NA	1938	10	23
LIESELOTTE	NA	BRAUN	NA	1935	3	20
CLAUDIA	NA	SCHWARZ	NA	1938	1	8
KARIN	NA	SCHMITZ	NA	1997	7	22
ELISABETH	SABINE	SCHULZ	NA	1926	10	10
HEIKE	NA	ROTH	NA	2004	10	23
MARIA	NA	SCHULZE	NA	1949	4	3
SILVIA	NA	BAUMANN	NA	1958	5	20
HELGA	NA	KRAUSE	NA	1971	12	22
ANNA	NA	SCHMIDT	NA	1997	1	16
INGRID	NA	MEYER	NA	1984	4	10
ANDREA	NA	VOGT	NA	1995	4	9
CHRISTA	NA	GUENTHER	NA	1975	6	27
ELKE	NA	RICHTER	NA	1947	12	10
GISELA	NA	SCHMKDT	NA	1927	4	26
CHRISTA	NA	HOFMANN	NA	1977	8	16
MARIA	NA	STEIN	NA	1959	10	5
RUTH	NA	MAIER	NA	1973	9	13
INGEBORG	NA	RICHTER	NA	1995	5	2
KARIN	NA	SCHULZE	NA	1942	4	24
ANNA	NA	MEYER	NA	1957	3	10
UTE	NA	SCHMITD	NA	1940	4	19
GISELA	NA	KUHN	NA	1953	5	21
HEIKE	NA	SCHULZ	NA	1937	3	25
JUTTA	NA	KRAUS	NA	1934	3	1
BARBARA	NA	MUELLER	NA	1982	4	1
KARIN	NA	FISCHER	NA	1960	10	20
URSULA	NA	KOEHLER	NA	1936	5	18
ANDREA	NA	BRAUN	NA	1987	5	18
ANJA	NA	SCHMIDT	NA	1935	4	11
GERTRUD	NA	SCHMIDT	NA	1990	8	26
MARIA	NA	SCHULZE	NA	1940	7	18
LIESELOTTE	NA	KLEIN	NA	1958	10	8
BRIGITTE	NA	MAYER	NA	1955	9	3
HANNELORE	NA	ERNST	BECKER	1933	8	11
STEFANIE	NA	OTTO	NA	1989	11	21
CHRISTA	NA	SCHULZ	NA	1994	4	5
BRIGITTE	NA	KRAUSE	NA	1988	9	21
URSULA	NA	SCHNEIDER	NA	1992	9	15
MONIKA	NA	PETERS	NA	1981	11	9
GERTRUD	NA	SCHMITT	NA	1971	11	13
ELISABETH	NA	NEUMANN	NA	1932	2	9
GISELA	NA	SCHMIDT	NA	1973	3	20
HELGA	NA	FISCHER	NA	1939	11	29
SANDRA	NA	HARTMANN	NA	1949	2	2
EVA	NA	ROTH	NA	1939	12	1
RENATE	NA	MARTIN	NA	1985	9	10
INGEBORG	NA	MEYER	NA	1991	1	29
SUSANNE	NA	KOERTIG	NA	1966	1	14
MARIANNE	NA	SCHMIDT	NA	2006	3	16
URSULA	NA	MOELLER	NA	1996	4	29
MARTHA	NA	SCHMIDT	NA	1947	3	8
CLAUDIA	NA	MUELLER	WINKLER	1955	2	7
ERIKA	NA	BAUER	NA	1955	8	15
MARTINA	NA	SCHMITT	NA	1970	12	30
CHRISTINE	NA	WINKLER	NA	1950	9	4
GISELA	NA	FRANK	NA	1952	4	29
KARIN	NA	KRAUS	NA	1953	2	2
GABRIELE	NA	LANGE	NA	2008	12	8
JOHANNA	NA	KRAEMER	NA	1987	7	4
UTE	NA	KAISER	NA	2008	7	1
SUSANNE	NA	ZIMMERMANN	NA	1944	2	28
ELISABETH	ANGELIKA	SCHULZ	NA	1998	3	7
ANNA	NA	BERGER	NA	1929	9	30
MARTINA	NA	JAEGER	NA	2003	12	21
BETTINA	NA	KELLER	NA	1999	3	27
GISELA	NA	HOFMANN	NA	1964	1	9
BARBARA	NA	WEISS	NA	2003	3	9
JUTTA	NA	ALBRECHT	NA	1956	8	20
ANNA	NA	MOELLER	NA	1995	5	2
CHRISTINE	NA	SCHUMACHER	NA	1985	4	9
ILSE	NA	KOERTIG	NA	1976	6	20
IRMGARD	RENATE	KRUEGER	NA	1950	11	19
JUTTA	NA	SCHNEIDER	NA	2008	9	8
ANDREA	ILSE	SCHMIDT	NA	1983	8	17
BAERBEL	NA	WERNER	NA	1930	6	22
STEFANIE	NA	BAUMANN	NA	1986	12	9
BIRGIT	NA	FUCHS	NA	1982	4	15
CHRISTINA	NA	MUELLER	NA	1986	9	9
ANNA	NA	LANG	NA	2000	5	2
INGE	NA	MAIER	NA	2006	12	18
CHRISTA	NA	SEIDEL	NA	2007	7	6
BARBARA	NA	WEBER	NA	1947	3	15
URSULA	NA	LANGE	NA	1926	9	14
STEFANIE	NA	KOERTIG	NA	1983	4	5
ELKE	NA	SCHMIDT	NA	1952	4	20
ANDREA	NA	SCHMITT	NA	1955	9	11
BRIGITTE	NA	FISCHER	NA	2005	6	27
HELGA	NA	LEHQANN	NA	1971	3	5
HELGA	NA	SCHMITT	NA	1964	11	28
MARIANNE	NA	LORENZ	NA	1952	1	19
HILDEGARD	NA	SCHMITZ	NA	2006	1	13
INGRID	NA	SCHUMACHER	NA	1991	10	21
KARIN	BRITTA	FUCHS	NA	1962	6	23
GISESLA	NA	SCHMITZ	NA	1950	2	14
BIRGIT	NA	MEYER	NA	1972	8	9
KERSTIN	NA	ZIMMERMANN	NA	1992	8	14
MARGARETE	NA	BRAUN	NA	1989	9	6
GERTRUD	NA	GRAF	NA	1997	3	16
CORNELIA	NA	ZIEGLER	NA	1945	1	17
HEIKE	NA	HARTMANN	NA	1948	3	13
BIRGIT	NA	PETERS	NA	1943	2	1
BIRGIT	NA	ROTH	NA	1983	3	10
ERIKA	KATHARINA	JUNG	NA	1970	9	14
ANJA	NA	MUELLER	NA	1939	2	18
MARLIS	NA	WEBER	NA	1999	5	17
CHRISTA	NA	KOEHLER	NA	1948	1	21
MARGARETE	NA	WINTER	NA	1966	9	9
MONIKA	INGRID	HOFFMANN	NA	1959	4	16
KARIN	NA	KRUS	NA	1953	2	2
CHRISTA	NA	WOLFF	NA	1990	6	14
SUSANNE	NA	MUELLER	NA	1954	3	9
GERDA	NA	BRAUN	NA	1926	2	4
ELKE	NA	KRAEMER	NA	1966	7	22
JULIA	NA	HAHN	NA	1981	3	23
MONIKA	NA	KOEHLER	NA	1956	8	7
KARIN	NA	WAGNER	NA	1999	12	12
MONIKA	NA	KRAUSE	NA	1939	1	8
RENATE	NA	KOCH	NA	1961	7	31
SIGRID	NA	BAUER	NA	1951	11	9
SIGRID	NA	KOEHLER	NA	1983	5	12
PETRA	NA	JUNG	NA	1997	9	10
MARIOQN	NA	BRANDT	NA	1946	6	23
NICOLE	NA	MAIER	NA	1969	4	15
KERSTIN	NA	FRANKE	NA	1982	5	6
SUSANNE	NA	STEIN	NA	1937	4	18
RENATE	NA	WAGNER	NA	1941	7	7
MARTHA	NA	SCHAEFER	NA	1984	8	23
WALTRAUD	NA	SCHULZ	NA	1991	2	2
ELKE	NA	PETERS	NA	1957	9	28
MARIANNE	NA	WOLFF	NA	1963	3	3
CHRISTA	NA	MUELLER	NA	2008	5	7
TANJAB	NA	ZIEGLER	NA	1936	3	26
RENATE	NA	SCHULZ	NA	2002	7	9
HANNELORE	NA	SCHMITZ	NA	1966	6	10
INGE	NA	BECK	NA	1963	12	8
RENATE	NA	SCHMIDT	NA	1972	9	2
SUSANNE	NA	MUELLER	NA	1956	9	29
KARIN	NA	JAEGER	NA	1960	2	17
KARIN	NA	KRUEGER	NA	1970	5	21
INGRID	NA	MAIER	NA	1954	7	31
SUSANNE	NA	SCHMIDT	NA	1934	5	8
BIRGIT	NA	MEYER	NA	1970	7	22
FRIEDA	NA	THOMAS	NA	1927	11	22
SABINE	NA	MUELLER	NA	1951	9	27
ELKE	NA	ERNST	NA	1935	1	4
SABINE	NA	KOCH	NA	1966	2	1
KERSTIN	NA	WAGNER	NA	1940	9	27
RENATE	NA	SCHUSTER	NA	2006	7	20
SABINE	NA	SCHMITT	NA	1972	12	24
HEIKE	NA	KLEIN	NA	1968	2	1
SABINE	NA	KRAEMER	NA	1994	6	23
GERDA	NA	SCHNEIDER	NA	1988	12	8
URSULA	NA	LEHMANN	NA	1967	10	31
BRITTA	NA	SCHULZ	NA	1994	2	23
HANNELORE	NA	MUELLER	NA	1951	8	17
ANKE	NA	MUELLER	NA	1930	8	9
INGEBORG	NA	FISCHER	NA	1941	8	1
IRMGARD	NA	JUNG	NA	1956	6	18
STEFANIE	NA	SCHMID	NA	1957	7	12
BRIGITTE	NA	SIMON	NA	2096	8	16
BARBMARA	NA	SCHAEFER	NA	1972	5	11
BRIGITTE	NA	MUELLER	NA	1988	5	21
HANNELORE	NA	HOFFMANN	NA	1961	11	19
MARION	NA	BERGER	NA	2002	6	13
RUTH	NA	SOMMER	NA	1927	3	12
ANDREA	NA	SCHROEDER	NA	1940	9	5
RENATE	NA	FISCHER	NA	1959	7	7
HELGA	NA	SCHNEIDER	NA	1945	12	22
NICOLE	NA	BOEHM	NA	1968	8	22
HELGA	NA	MEYER	NA	2008	9	9
HEIKE	NA	MEIER	NA	1979	11	27
IRMGARD	NA	BECKER	NA	1979	7	15
ANNELIESE	NA	GRAF	NA	1961	5	31
HERTHA	NA	WEBER	NA	1982	4	16
GABRIELE	NA	SCHULZ	NA	1965	4	1
ANGELIKA	NA	MEYER	NA	1949	3	6
BARBARA	INGRID	SCHWARZ	NA	1970	2	9
MARTHA	NA	KRUEGER	NA	2003	7	8
PETRA	NA	BRANDT	NA	1987	4	21
BRIGITTE	NA	LEHMANN	NA	1976	9	1
MONIKA	NA	KOEHLER	NA	2006	7	3
MARGARETE	NA	HUBER	NA	1940	1	14
HERTHA	NA	HOFMANN	NA	1933	5	26
HELGA	NA	KRAEMER	NA	2007	5	20
GERDA	NA	WOLFF	NA	1958	10	29
HELGA	NA	KLEIN	NA	1987	9	1
RENATE	NA	SCHWARZ	NA	1969	8	26
CLAUDIA	NA	SCHULZ	NA	1988	10	19
URSULA	ANDREA	MEYER	NA	1991	3	16
CHRISTA	NA	KLEIN	NA	1965	10	2
NICOLE	NA	SCHROEDER	NA	1931	3	27
URSULTA	NA	MUELLER	NA	1961	12	16
IRMGARD	NA	ZIEGLER	NA	1964	5	25
KARIN	NA	KLEIN	NA	1988	5	19
HEIKE	NA	SOMMER	NA	2006	7	20
HELGA	SILKE	SAUER	NA	1929	10	6
SABINE	NA	KOERTIG	NA	1946	6	28
MARIWON	NA	ZIMMERMANN	NA	1961	12	20
JULIA	NA	WALTER	NA	1971	8	11
SABINE	NA	MAIER	NA	1975	9	24
INGRID	NA	WAGNER	NA	1941	7	21
SABINE	NA	ROTG	NA	1998	11	9
GABRIELE	NA	KRAUSE	NA	1941	10	13
ANNA	NA	HAAS	NA	1976	2	19
KARIN	NA	HAHN	NA	1966	8	24
HELGA	NA	FRANKE	NA	1968	11	29
HELGA	NA	MEYER	NA	1966	5	3
INGRID	NA	BAUER	NA	1929	6	24
MONIKA	NA	VOGT	NA	1931	2	28
MAIKE	NA	HOFFMANN	NA	1958	7	16
ERIKA	NA	MUELLER	NA	1951	6	26
EDITH	NA	WERNER	NA	1995	9	14
MARTINA	NA	WEISS	NA	1957	7	27
MARIA	NA	KLEIN	NA	1957	11	21
CHRISTEL	NA	SCHROEDER	NA	1965	9	9
ILSE	NA	MEYER	NA	1960	8	14
MARGARETE	NA	SCHAEFER	NA	1973	6	4
HELGA	NA	HUBER	NA	1928	2	28
BRIGITTE	NA	WAGNER	NA	1960	9	14
HEIKE	NA	KRAUS	NA	1968	3	5
ANNA	NA	WAGNER	LANG	1984	4	28
MARIA	NA	HOFMANN	NA	1969	2	13
SABINE	NA	FRANK	NA	1942	2	23
SANDRA	NA	SCHROEDER	NA	1926	6	29
PETRA	NA	FUCHS	NA	1927	1	19
SILVIA	NA	MEYER	NA	2003	1	10
HANNELORE	NA	SCHULZE	NA	1945	8	20
KARIN	BARBARA	FISCHER	NA	1971	4	8
BRIGITTE	NA	OTTO	NA	1959	1	22
BIRGIT	ELISABETH	NEUMANN	NA	1949	12	19
ELKE	NA	SCHNEIDER	NA	1996	2	19
BEATE	NA	MAYER	NA	2000	11	25
PETRA	NA	SCHUSTER	NA	1969	1	13
SABINE	NA	MEYER	NA	1943	9	3
HELGA	NA	HOFFMANN	NA	1956	6	3
ANDREA	NA	NEUMANN	NA	1975	8	9
EDITH	NA	LEHMANN	NA	1953	1	19
UTE	NA	SCHMIDT	NA	1940	4	19
GISELA	NA	MUELLER	NA	1942	6	16
URSULA	NA	HARTMANN	NA	2007	4	6
MONIKA	NA	BECKER	NA	1998	9	20
ERNA	NA	WAGNER	NA	2007	3	10
MONUIKA	NA	SCHROEMER	NA	1462	3	19
INGRID	NA	LEHMANN	NA	1960	9	2
ELFRIEDE	NA	FRANK	NA	1960	7	20
WALTRAUD	NA	WAGNER	NA	1955	12	11
GERTRUD	NA	WOLFF	NA	2003	4	28
EDITH	NA	PFEIFFER	NA	1940	9	5
HELGA	NA	BAUER	NA	1955	2	9
ANGELA	NA	KRUEGER	NA	1944	1	2
INGRID	NA	FISCHER	NA	1989	12	24
KERSTIN	NA	SCHROEDER	NA	1937	10	19
INGEBORG	NA	HOFMANN	NA	1972	6	1
HELGA	NA	BAUER	NA	2000	9	22
BARBARA	NA	BRAUN	NA	1996	8	28
SABINE	NA	MUELLER	NA	1951	1	1
HELGA	NA	GUENTHER	NA	1953	1	5
ELISABETH	NA	THOMAS	NA	1986	1	17
ILSE	NA	SCHMIDT	NA	1926	6	9
RENATE	NA	KELLER	NA	1996	12	8
ELKE	NA	BRANDT	NA	1990	10	20
MARIA	NA	MUELLER	NA	1955	12	28
BARBARA	NA	LANG	NA	1969	2	25
STEFANIE	NA	MARTIN	NA	1952	4	4
URSULA	NA	WALTER	NA	1972	3	29
CHRISTINE	NA	WEBER	NA	1948	8	9
MARIA	NA	SCHNEIDER	NA	1938	2	23
CLAUDIA	NA	WERNER	NA	1991	1	20
ELKE	NA	SCHMITT	NA	1941	3	12
RENATE	NA	OTTO	NA	1943	8	29
GISELA	NA	RICHTER	NA	1966	10	5
SUSANNE	NA	NEUMANN	NA	1970	8	7
WALTRAUD	NA	GRAF	NA	1930	2	25
ILSE	NA	PETERS	NA	2007	6	6
JUTTA	RENATE	BAUMANN	NA	1967	6	4
CORNELIA	NA	PETERS	NA	1927	2	23
ULRIKE	CHRISTEL	SCHNEIDER	NA	1954	9	22
PETRA	NA	HAHN	NA	1932	2	12
URSULA	NA	KOCH	NA	1989	2	9
ANNA	NA	MEYER	NA	1965	12	7
JOHCANNA	NA	OTTO	NA	1967	0	1
HELGA	NA	HOFFMANN	NA	1964	5	7
INGRID	NA	MEYER	NA	1940	8	15
MONIKA	RENATE	SCHREIBER	NA	1941	2	22
ANGELA	NA	SCHULZE	NA	1979	6	3
ANNA	NA	SCHAEFER	NA	1977	1	16
ANNA	NA	NEUMANN	NA	1940	7	22
ELISABETH	JUTTA	BECKER	NA	1948	12	17
BIRGIT	BIRGIT	MEYER	NA	1943	5	1
INGRID	NA	SCHROEDER	NA	1999	9	30
CORNELIA	NA	BECK	NA	1958	3	25
PETRA	NA	FRIEDRICH	NA	1946	6	17
KARIFN	NA	BAUER	NA	2003	5	20
INGRID	NA	WOLF	NA	1925	2	19
BIRGDIT	NA	VOGEL	NA	1961	8	14
INGEBORG	NA	HOFMANN	NA	1988	10	26
ERIKA	NA	JUNG	NA	1988	1	24
GERDA	NA	SCHNEIDER	NA	1987	7	1
GERDA	NA	BECKER	NA	1951	6	21
MELANIE	NICOLE	SCHAEFER	NA	1966	5	4
URSULA	NA	SCHMIDT	NA	1953	9	28
BRIGITTE	NA	SCHNEIDER	NA	1964	12	1
CHRISTA	NA	LAHGE	NA	1934	5	14
MONIKA	NA	HARTMANN	NA	1960	1	2
INGRID	NA	WALTER	NA	1925	8	4
ANDREA	NA	BRAUN	NA	1959	4	9
INGRID	NA	SCHMITT	NA	1931	1	4
CHRISTA	NA	GUENTHER	NA	1959	10	2
URSULA	NA	SCHOLZ	NA	1960	2	14
GERTRUCD	NA	MUELLER	NA	1986	11	19
CHRISTA	NA	SAUER	NA	1992	10	31
GISELA	NA	VOGEL	NA	1973	2	25
ILSE	NA	JUNG	NA	1990	2	2
BIRGIT	NA	DIETRICH	NA	2007	6	6
ANNA	NA	SCHMIDT	NA	1950	12	4
KATHARINA	NA	SAUER	NA	1962	9	3
ERIKA	NA	KOERTIG	NA	1954	1	31
GABRIELE	ELKE	SIMON	NA	1984	10	16
ANDREA	NA	KRUEGER	NA	1969	11	5
HILDEGARD	NA	VOGT	NA	1994	9	3
SABINE	ILSE	SCHWARZ	NA	2006	1	24
KARIN	NA	SCHUBERT	NA	1924	2	16
INGRID	NA	MUELLEMR	NA	1937	7	3
ELKE	NA	WEBET	NA	1949	4	11
SILVIA	NA	BECKER	NA	1962	6	8
HEIKE	NA	MUELLER	NA	1963	1	3
ANNA	NA	MUELLER	NA	1934	10	29
SUSANNE	NA	KRAUSE	NA	1987	1	26
CHRISTINE	NA	RICHTER	NA	1956	2	21
CHRISTA	NA	GROSS	NA	1929	6	2
GISELA	NA	KAISER	NA	2000	4	11
ANDREA	NA	FUCHS	NA	1938	10	5
MAIKE	NA	HOFFMANN	NA	1958	7	11
ILSE	NA	BECK	NA	1969	10	7
INGRID	NA	BRANDT	NA	1942	1	11
CLAUDIA	NA	SOMMER	NA	1957	10	7
CHRISTIANE	NA	THOMAS	NA	1945	11	12
HELGA	NA	NEUMANN	NA	1939	4	6
CLAUDIA	NA	SCHUBERT	NA	1967	3	22
ILSE	NA	FRANKE	NA	1960	9	13
BRIGITTE	NA	WOLF	NA	1971	11	6
MONIKA	KAETHE	KOCH	NA	1930	3	13
KARIN	NA	SCHUBERT	NA	1975	9	16
BARBARA	NA	RICHTER	NA	1990	2	14
ANNA	NA	VOIGT	NA	1939	11	2
MARION	NA	STEIN	NA	1989	2	18
SABINE	NA	MAYER	NA	1951	8	3
ANGELIKA	NA	SCHULZ	NA	1999	3	6
STEFANIE	NA	SCHROEDER	NA	1999	8	15
IRMGARD	NA	JAEGER	NA	2003	10	10
GABRIELE	NA	SCHUSTER	NA	1943	11	21
GERDA	NA	BECKER	NA	2003	1	6
MARION	NA	SCHROEDER	NA	1950	12	7
MARTINA	NA	SCHMIDT	NA	1944	4	16
MONIKA	NA	MAYER	NA	1965	4	25
PETRA	NA	VOGEL	NA	1932	12	27
CHRISTINA	NA	MUELLER	NA	1993	9	17
ANGELIKA	NA	LORENZ	NA	1969	1	21
RENATE	NA	BERGER	NA	1996	11	15
PETRA	SABINE	MEYER	NA	1962	10	5
STEFANIE	NA	WINKLER	NA	1942	12	14
SUSANNE	NA	MUELLER	NA	1982	2	16
ANGELIKA	NA	WOLF	NA	2000	6	26
ILSE	NA	FISCHER	NA	1946	7	3
UTE	NA	SCHMIDT	NA	1988	10	9
JUTTA	NA	SOMMER	NA	2004	5	24
KATHRIN	NA	FRIEDRICH	NA	1930	7	25
SABINE	NA	BAUER	NA	2003	3	12
SUSANNE	NA	SCHAEFER	NA	1936	5	16
ANNA	NA	BECKER	NA	2002	2	13
CHRISTINA	NA	BAUER	NA	1936	5	20
CHRISTINE	NA	MUELLER	NA	1975	7	9
ILSE	NA	BRANDT	NA	1936	3	30
INGRID	NA	SCHULZ	NA	1996	7	23
BIRGIT	NA	KRAEMER	NA	1972	1	18
KARIN	NA	MOELLER	NA	1969	1	25
STEFANIE	NA	KRAUSE	NA	1977	4	21
ANGELIKA	SUSANNE	FRANKE	NA	1929	9	19
PETRA	NA	FRIEDRICH	NA	1952	3	6
KARIN	NA	VOGEL	NA	1956	8	18
GISELA	NA	VOGEL	NA	1966	8	2
HELGA	NA	BECK	NA	1993	11	13
KATHRIN	NA	RICHTER	NA	1966	1	5
CHRISTINA	NA	HUBER	NA	1943	8	31
ANDREA	NA	SCHULZE	NA	1960	9	5
RENATE	NA	FISCHER	NA	1972	11	30
URSULA	NA	SCHMITT	NA	1928	3	6
SABINE	NA	GRAF	NA	1963	12	11
SILKEF	NA	HERRMANN	NA	1958	7	23
CLAUDIA	NA	BERGER	NA	1973	6	7
ERIKA	NA	SCHAEFER	NA	2001	1	16
ELFRIEDE	NA	JUNG	NA	1975	4	19
KATHARINA	NA	BAUER	NA	1944	2	10
HELMGA	NA	KOERTIG	NA	1984	4	29
BETTINA	NA	MEYER	NA	1965	11	20
BRIGITTE	NA	MEIER	NA	1940	9	11
INGE	NA	KOERNIG	NA	1972	4	10
GABRIELE	NA	HOFFMANN	NA	1965	8	12
BETTINA	NA	MEYER	NA	2001	2	3
WALTRAUD	NA	HOFMANN	NA	1983	5	25
INGE	NA	FUCHS	NA	2001	6	12
MARIA	NA	BERGMANN	NA	1941	4	24
PETRA	NA	MAYER	NA	1965	8	3
HELGA	NA	MAYER	NA	1952	9	12
GISELA	NA	SCHMIDT	NA	1967	4	9
ERIKA	GABRIELE	KLEIN	NA	1958	6	4
KARIN	NA	SCHROEDER	NA	1943	2	1
MARTINA	NA	SCHAEFER	NA	2004	4	10
PETRA	NA	WEISS	NA	1969	3	5
KARIN	NA	SOMMER	NA	1992	11	25
HELGA	NA	KLEIN	WALTER	1989	7	19
SUSANNE	NA	GROSS	NA	1931	3	13
ELISABETH	REGINA	STEIN	NA	2006	7	30
KARIN	NA	BRANDT	NA	1970	6	20
RENATE	NA	HOFMANN	NA	1963	9	1
BRIGITTE	NA	SCHMIDT	NA	1961	8	29
WALTRAUD	NA	SCHREIBER	NA	2003	12	18
SANDRA	NA	LEHMANN	NA	1944	3	4
STEFANIE	NA	BERGMANN	NA	1957	7	6
INGEBORG	NA	SEIDEL	NA	1956	12	27
ILSE	NA	HERRMANN	NA	1963	12	13
HEIKE	ANDREA	HAAS	NA	1953	2	1
